,id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority
61,28,477006,0.69268465,0.2855274,0.39656965,0.60343035,0.05613649,0.15807301,0.0115786,0.37316622,0.02224064,365502,0.40715725,Minority
62,29,476828,0.71774997,0.26449754,0.16046709,0.83953291,0.03425871,0.15242374,0.01205026,0.64430793,0.01716559,372606,0.45325243,Asian
63,30,475345,0.8872615,0.0925165,0.46703886,0.53296114,0.0797055,0.15065686,0.00778856,0.28738614,0.02218946,422543,0.794745,Minority
64,31,476315,0.80860838,0.1722512,0.29814365,0.70185635,0.04470972,0.15521107,0.00753299,0.49359795,0.01675992,401434,0.63635718,Asian
65,32,476497,0.77276729,0.20872921,0.36386212,0.63613788,0.02512732,0.22119513,0.01755124,0.36726872,0.02010554,380144,0.56403808,Asian
66,33,476345,0.80498782,0.17349451,0.48066614,0.51933386,0.03234186,0.17799723,0.01201284,0.28769032,0.0187883,380343,0.63149331,Minority
67,34,475781,0.73711924,0.24218396,0.26619555,0.73380445,0.02313687,0.12434153,0.00609463,0.57695823,0.01408871,378530,0.49493528,Asian
68,35,476420,0.7160146,0.26422223,0.2674549,0.7325451,0.04439467,0.2973512,0.00850751,0.38288263,0.02772524,379077,0.45179237,Asian
69,36,475865,0.74554175,0.22925224,0.59417256,0.40582744,0.02600364,0.16778649,0.00625663,0.18924605,0.02693084,380716,0.51628951,White
70,37,476496,0.68510743,0.29394186,0.24443339,0.75556661,0.02469633,0.54386706,0.00700327,0.17875998,0.04622883,359689,0.39116557,Hispanic
71,38,475591,0.65558574,0.32222789,0.36605483,0.63394517,0.03326081,0.50642459,0.00935521,0.08045591,0.0468149,360334,0.33335785,Hispanic
72,39,476273,0.56013753,0.41492572,0.52840838,0.47159162,0.02726812,0.3570634,0.00513185,0.06572915,0.04186987,376667,0.14521181,White
73,40,476674,0.69977665,0.27848394,0.46493975,0.53506025,0.02399684,0.41948245,0.00432739,0.07533022,0.03774544,379675,0.42129271,Minority
74,41,475688,0.57438792,0.40433416,0.48578124,0.51421876,0.02769692,0.35752725,0.00565993,0.1136852,0.0335893,369969,0.17005376,Minority
75,42,475856,0.74500599,0.23214869,0.20076972,0.79923028,0.04834888,0.65552712,0.00324063,0.09334585,0.03835287,368447,0.5128573,Hispanic
76,43,476741,0.67075623,0.30843107,0.30501911,0.69498089,0.05494153,0.45076508,0.00397327,0.18574395,0.02963511,377019,0.36232516,Hispanic
77,44,476026,0.64626764,0.33560099,0.6660324,0.3339676,0.04349782,0.14362166,0.00365304,0.13204206,0.01632105,386801,0.31066665,White
78,45,475732,0.75464575,0.22966399,0.66052313,0.33947687,0.061045,0.13010024,0.00350342,0.13275089,0.01579697,411598,0.52498176,White
79,46,475716,0.71680018,0.26167134,0.62360997,0.37639003,0.04723057,0.13381447,0.00523379,0.17769582,0.01799067,395316,0.45512884,White
80,47,475948,0.80621998,0.17346977,0.18954083,0.81045917,0.1018257,0.45848866,0.00316914,0.24842245,0.04096656,391905,0.63275021,Hispanic
81,48,476744,0.83118309,0.14792185,0.26904664,0.73095336,0.04124363,0.52586389,0.00360003,0.16120378,0.03676716,392497,0.68326124,Hispanic
82,49,476785,0.84654508,0.12993099,0.08731796,0.91268204,0.18627813,0.63846677,0.00297094,0.08863128,0.04099346,360155,0.71661409,Hispanic
83,50,475916,0.80387521,0.17221269,0.02451843,0.97548157,0.02004761,0.9358613,0.00176615,0.02138999,0.04932411,351613,0.63166252,Hispanic
84,51,476253,0.87374652,0.10732552,0.18279496,0.81720504,0.34379948,0.37926842,0.00408108,0.09238471,0.03160724,378331,0.766421,Hispanic
85,52,477074,0.83600149,0.14327065,0.06571554,0.93428446,0.32306704,0.55248299,0.0082051,0.05806151,0.03721509,361117,0.69273084,Hispanic
86,53,476794,0.72342369,0.25198654,0.09959076,0.90040924,0.10593165,0.70448326,0.00927003,0.08581264,0.0423191,358467,0.47143715,Hispanic
