id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,DemPct_2,RepPct_2,Margin_2,Lean,Majority
NV-1,387516,0.6650192,0.31301564,0.22544628,0.77455372,0.16239365,0.53687632,0.01005702,0.06621077,0.03454413,281495,0.35200356,0.6102049,0.37166759,0.23853731,0.27135939,Hispanic
NV-2,388341,0.53900184,0.43127123,0.59976347,0.40023653,0.03748378,0.24497792,0.01202285,0.0800781,0.03825692,305252,0.10773061,0.52261799,0.45364103,0.06897696,0.07689484,White
NV-3,388004,0.62659918,0.3510709,0.31933374,0.68066626,0.23012953,0.34321804,0.01820085,0.09310143,0.03012745,289437,0.27552828,0.58861188,0.39243009,0.19618179,0.21763062,Hispanic
NV-4,387729,0.54031183,0.44026249,0.46988299,0.53011701,0.12558483,0.20964384,0.01516484,0.17808294,0.02360112,312697,0.10004934,0.50711183,0.47637348,0.03073835,0.04884201,Minority
NV-5,388122,0.54756402,0.43145993,0.46619074,0.53380926,0.12774069,0.2566857,0.0202511,0.12824625,0.028604,310551,0.11610409,0.5189704,0.46329601,0.05567439,0.07081762,Minority
NV-6,388321,0.48550822,0.4963861,0.50734424,0.49265576,0.09304362,0.15309264,0.02127617,0.22528957,0.02190058,302686,-0.01087788,0.45840192,0.52520227,-0.06680035,-0.05315953,White
NV-7,388324,0.40327412,0.57617823,0.64313268,0.35686732,0.08594679,0.15216686,0.0123755,0.09053517,0.03011284,305119,-0.17290411,0.39770007,0.5845981,-0.18689803,-0.18723339,White
NV-8,388257,0.33662564,0.63546237,0.73566185,0.26433815,0.01875272,0.15064573,0.00589698,0.03909974,0.05187053,306089,-0.29883673,0.33068839,0.64625591,-0.31556752,-0.31499059,White
NY-1,381090,0.51678544,0.46870253,0.71564836,0.28435164,0.07170022,0.15407308,0.00096613,0.04875874,0.0160655,309483,0.04808291,0.48372525,0.50385757,-0.02013232,-0.00239391,White
NY-2,381686,0.42479533,0.56063313,0.74484887,0.25515113,0.05661061,0.14837439,0.0010406,0.0414791,0.01374514,303671,-0.1358378,0.38126891,0.60785253,-0.22658362,-0.20133501,White
NY-3,381485,0.50372503,0.48212218,0.71700894,0.28299106,0.08191168,0.12724154,0.00097825,0.06817326,0.01183811,302582,0.02160285,0.45161904,0.53127724,-0.0796582,-0.05090452,White
NY-4,381659,0.53236031,0.45403433,0.48727049,0.51272951,0.13409514,0.34435977,0.00117519,0.037462,0.02185311,298676,0.07832598,0.46349094,0.52528887,-0.06179793,-0.02008996,Minority
NY-5,380877,0.43886105,0.54758788,0.73625625,0.26374375,0.02947486,0.11238813,0.00085878,0.1151553,0.00772572,303920,-0.10872683,0.38296918,0.60544968,-0.2224805,-0.18956261,White
NY-6,381009,0.63187116,0.35533026,0.4597684,0.5402316,0.24389652,0.25708263,0.00142966,0.0425041,0.01538047,300771,0.2765409,0.57156884,0.41966739,0.15190145,0.18844793,Minority
NY-7,380856,0.566586,0.42055632,0.60841063,0.39158937,0.05028201,0.12891576,0.00090538,0.20534642,0.0077326,298218,0.14602968,0.4836513,0.50121913,-0.01756783,0.03196467,White
NY-8,381470,0.66878935,0.32061914,0.33249779,0.66750221,0.42642193,0.14673671,0.00173101,0.09713317,0.01329885,300402,0.34817021,0.59143733,0.39424955,0.19718778,0.24251526,Black
NY-9,381555,0.81759912,0.17443974,0.12245172,0.87754828,0.55748955,0.16882956,0.00525665,0.12271991,0.02985025,298289,0.64315938,0.72203165,0.26691029,0.45512136,0.5128007,Black
NY-10,381591,0.61941447,0.36943774,0.2910711,0.7089289,0.06650296,0.13311282,0.00215378,0.50176704,0.00941373,318046,0.24997673,0.51393875,0.46788925,0.0460495,0.10902524,Asian
NY-11,380731,0.67221031,0.31777006,0.25285459,0.74714541,0.10378746,0.18836419,0.00277322,0.4486173,0.01486863,307224,0.35444025,0.54873917,0.42672185,0.12201732,0.19449163,Asian
NY-12,381291,0.63165671,0.35717217,0.34464381,0.65535619,0.08797205,0.35911956,0.00374148,0.19814135,0.02846789,306029,0.27448454,0.51007566,0.46768439,0.04239127,0.11475569,Hispanic
NY-13,380947,0.75081887,0.23555584,0.30700134,0.69299866,0.04532387,0.26454291,0.00223006,0.37889911,0.01981206,321067,0.51526303,0.64996437,0.32293482,0.32702955,0.38477404,Asian
NY-14,381223,0.81691799,0.17002224,0.39940406,0.60059594,0.16011047,0.36575536,0.00320432,0.09456719,0.02446518,302716,0.64689575,0.75409538,0.21873485,0.53536053,0.56753894,Minority
NY-15,381216,0.70829576,0.28419178,0.31433888,0.68566112,0.50517249,0.12404069,0.00187069,0.07796419,0.01130347,302562,0.42410398,0.65209232,0.33899125,0.31310107,0.34510204,Black
NY-16,381239,0.69509726,0.2965408,0.30489219,0.69510781,0.50559844,0.08784626,0.00152441,0.11455192,0.00999075,298476,0.39855646,0.63690671,0.35072223,0.28618448,0.31864181,Black
NY-17,381425,0.93425879,0.05458464,0.23764044,0.76235956,0.51246359,0.201356,0.00275428,0.08317316,0.0181835,302802,0.87967415,0.88240859,0.09220618,0.79020241,0.81502632,Black
NY-18,380840,0.84102731,0.14864566,0.29760284,0.70239716,0.50741758,0.12870426,0.00186222,0.08484481,0.01404742,303401,0.69238165,0.78446343,0.19004308,0.59442035,0.62207412,Black
NY-19,381437,0.55861935,0.42811544,0.31437695,0.68562305,0.02994647,0.18938415,0.00137291,0.47068236,0.01795297,294993,0.13050391,0.40789509,0.57176625,-0.16387116,-0.07074614,Asian
NY-20,381312,0.89760033,0.08801066,0.68312052,0.31687948,0.06401046,0.10926217,0.00366764,0.13536239,0.00984634,323369,0.80958967,0.85780259,0.11916458,0.73863801,0.75728856,White
NY-21,381279,0.59768205,0.38949861,0.47111285,0.52888715,0.13350155,0.24278184,0.00188883,0.15279953,0.02350344,275832,0.20818344,0.5095673,0.46280894,0.04675836,0.09556672,Minority
NY-22,380900,0.35618456,0.63298022,0.67964064,0.32035936,0.05978973,0.13271785,0.00146313,0.12721621,0.0097851,302092,-0.27679566,0.28908652,0.69623727,-0.40715075,-0.36869905,White
NY-23,381680,0.8491182,0.13610442,0.46564341,0.53435659,0.09849102,0.17732226,0.00483199,0.26665871,0.01211781,343544,0.71301378,0.79406109,0.18604393,0.60801716,0.63801603,Minority
