id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,DemPct_2,RepPct_2,Margin_2,Lean,Majority
CT-02,721674,0.56137781,0.42183556,0.76882612,0.23117388,0.07588237,0.09647697,0.00174894,0.04454601,0.01706614,588358,0.13954225,0.57884809,0.40436805,0.17448004,0.14618818,White
CT-03,721388,0.567749,0.41280318,0.48386926,0.51613074,0.2262725,0.24095602,0.00197131,0.04504416,0.01725556,567643,0.15494582,0.61299413,0.37525452,0.23773961,0.17754375,Minority
CT-04,720464,0.56068396,0.42306358,0.73515708,0.26484292,0.06225306,0.12943597,0.00096995,0.05934677,0.01126745,561884,0.13762038,0.59191033,0.3931722,0.19873813,0.15299296,White
CT-05,720438,0.55619388,0.42696722,0.73075502,0.26924498,0.06038935,0.13142415,0.00111929,0.05817866,0.01286137,573578,0.12922666,0.57884664,0.40574208,0.17310456,0.13885263,White
DE-AL,989948,0.56567569,0.41948412,0.62437671,0.37562329,0.22762886,0.08666531,0.001349,0.04834195,0.01994402,783543,0.14619157,0.58782167,0.39801393,0.18980774,0.15573029,White
FL-01,769447,0.30669747,0.67855003,0.71943891,0.28056109,0.13951015,0.06546959,0.00378344,0.04174174,0.03208083,605533,-0.37185256,0.32629418,0.65357179,-0.32727761,-0.36199424,White
FL-02,770010,0.24863622,0.7406589,0.79131924,0.20868076,0.09432246,0.06831681,0.00182694,0.01800024,0.02548959,627825,-0.49202268,0.27413639,0.71463506,-0.44049867,-0.47984801,White
FL-03,768716,0.54973151,0.43350101,0.58312837,0.41687163,0.2619092,0.0923051,0.00154123,0.04801246,0.0176583,622880,0.1162305,0.58678997,0.39895163,0.18783834,0.13509978,White
FL-04,769105,0.54180634,0.44151614,0.45534439,0.54465561,0.36119775,0.11029719,0.00288582,0.06316766,0.01906825,596017,0.1002902,0.56847945,0.41534284,0.15313661,0.11290567,Minority
FL-05,769567,0.33134116,0.65514503,0.77958875,0.22041125,0.08236504,0.0754051,0.00215649,0.0399792,0.01872988,611643,-0.32380387,0.35221607,0.63485244,-0.28263637,-0.31508137,White
FL-06,768838,0.30025168,0.68921289,0.74175504,0.25824496,0.1055808,0.10700149,0.00210276,0.02300428,0.02267294,618711,-0.38896121,0.31983412,0.668984,-0.34914988,-0.38069077,White
FL-07,769521,0.53770575,0.44585747,0.43598347,0.56401653,0.27820024,0.22194809,0.00239342,0.0558281,0.01745959,596635,0.09184828,0.58451224,0.40197182,0.18254042,0.11707899,Minority
FL-08,769124,0.37856023,0.60866354,0.73083074,0.26916926,0.10706267,0.11617757,0.00190019,0.02515776,0.02150234,634675,-0.23010331,0.41182537,0.57545598,-0.16363061,-0.21294574,White
FL-09,770050,0.53363692,0.45041695,0.31802717,0.68197283,0.14247947,0.49563334,0.00283711,0.05327781,0.01919548,594619,0.08321997,0.60423307,0.38319193,0.22104114,0.12416036,Hispanic
FL-10,769949,0.53144296,0.45102217,0.50434236,0.49565764,0.12586626,0.2760648,0.0028398,0.07297392,0.01756258,610958,0.08042079,0.56805712,0.41816324,0.14989388,0.09857849,White
FL-11,768602,0.35931152,0.62977751,0.69653807,0.30346193,0.11442023,0.15012432,0.00162083,0.0220689,0.01939011,634241,-0.27046599,0.38096812,0.60883856,-0.22787044,-0.26126747,White
FL-12,769497,0.37586932,0.61018298,0.69902865,0.30097135,0.06953511,0.1703429,0.00173555,0.04396564,0.01990885,610181,-0.23431366,0.40870472,0.57836917,-0.16966445,-0.21776392,White
FL-13,769029,0.50329219,0.48257262,0.69826216,0.30173784,0.12470082,0.12538842,0.00140455,0.03397967,0.01624584,647181,0.02071957,0.53676385,0.45074403,0.08601982,0.03748632,White
FL-14,769471,0.55042891,0.4293092,0.43618213,0.56381787,0.24372628,0.25661726,0.00239475,0.06367945,0.01845262,599644,0.12111971,0.60981567,0.37452691,0.23528876,0.15417606,Minority
FL-15,769322,0.37549692,0.61185205,0.59971276,0.40028724,0.11573526,0.24135504,0.00199648,0.03172602,0.02238154,592542,-0.23635513,0.39956324,0.58762703,-0.18806379,-0.22525802,White
FL-16,768510,0.41823327,0.56858509,0.71141356,0.28858644,0.06311036,0.16603914,0.00187013,0.04285603,0.01754007,643270,-0.15035182,0.4525405,0.53467903,-0.08213853,-0.13261406,White
FL-17,769239,0.33532471,0.65451382,0.81978745,0.18021255,0.04079424,0.09912611,0.00118371,0.02149255,0.0145254,651342,-0.31918911,0.37384587,0.61707456,-0.24322869,-0.29886897,White
FL-18,769194,0.35754826,0.63176222,0.68439835,0.31560165,0.09189817,0.18338425,0.00152115,0.02427878,0.01713503,621242,-0.27421396,0.39574003,0.59554629,-0.19980626,-0.25441139,White
FL-19,768533,0.36308423,0.62551647,0.69460954,0.30539046,0.07629837,0.19471741,0.00108178,0.02144177,0.01355821,639686,-0.26243224,0.40321773,0.58903156,-0.18581383,-0.24189277,White
FL-20,768690,0.52947381,0.45763149,0.51656854,0.48343146,0.24185561,0.19843978,0.00158691,0.03383808,0.01442371,621962,0.07184232,0.59446942,0.39690746,0.19756196,0.10874887,White
FL-21,769828,0.40395161,0.5832968,0.70635747,0.29364253,0.12125668,0.12359574,0.0018226,0.03041249,0.01781537,633161,-0.17934519,0.43100963,0.55711088,-0.12610125,-0.16659721,White
FL-22,769458,0.5335472,0.45415422,0.5076453,0.4923547,0.15739084,0.26970224,0.00161745,0.04640444,0.01180084,612075,0.07939298,0.59804413,0.39456282,0.20348131,0.11575576,White
FL-23,768642,0.61325132,0.37562336,0.3973101,0.6026899,0.35257415,0.20626271,0.00174026,0.02683678,0.0115496,626342,0.23762796,0.67265244,0.31972228,0.35293016,0.27106203,Minority
FL-24,768650,0.63966722,0.34967428,0.12728435,0.87271565,0.45100251,0.41886635,0.00129174,0.02128389,0.00870102,603837,0.28999294,0.74145269,0.25147464,0.48997805,0.35165464,Black
FL-25,769557,0.53563083,0.45098369,0.3315771,0.6684229,0.18807251,0.41751002,0.00190355,0.06472571,0.0123168,604134,0.08464714,0.60691491,0.38510616,0.22180875,0.12536768,Hispanic
FL-26,770100,0.30290156,0.68827858,0.17240622,0.82759378,0.04492793,0.78077469,0.00073308,0.01369783,0.00835299,632947,-0.38537702,0.38167647,0.61171011,-0.23003364,-0.33859589,Hispanic
FL-27,768936,0.5021092,0.48500794,0.22218549,0.77781451,0.14398665,0.61061314,0.00115626,0.02985587,0.01225633,614050,0.01710126,0.59879288,0.39289174,0.20590114,0.07503455,Hispanic
FL-28,768591,0.34149854,0.64921288,0.16398266,0.83601734,0.04885186,0.77190967,0.00083559,0.02273497,0.00849673,631890,-0.30771434,0.41978175,0.57294407,-0.15316232,-0.261197,Hispanic
GA-01,765915,0.54965567,0.44431315,0.48779154,0.51220846,0.4009657,0.06504785,0.00324145,0.03384171,0.01823696,594178,0.10534252,0.56138724,0.4249049,0.13648234,0.11072246,Minority
GA-02,764912,0.55884364,0.43656662,0.42140561,0.57859439,0.4940539,0.05205508,0.00236282,0.02347885,0.01526838,589126,0.12227702,0.5649997,0.42506196,0.13993774,0.12316393,Black
GA-03,765780,0.55177322,0.44256051,0.39542225,0.60457775,0.48710999,0.0732444,0.00116132,0.03600622,0.01761284,580372,0.10921271,0.56219168,0.42752223,0.13466945,0.11269829,Black
GA-04,765243,0.55582803,0.43845954,0.43720671,0.56279329,0.47964045,0.05093348,0.00123427,0.02382047,0.0157823,584959,0.11736849,0.55574894,0.43429292,0.12145602,0.113731,Black
GA-05,765209,0.54564239,0.44539152,0.50118301,0.49881699,0.31119378,0.12555727,0.0014271,0.04525206,0.02122104,587907,0.10025087,0.54046129,0.44440261,0.09605868,0.09385347,White
GA-06,765287,0.55585312,0.43759267,0.43312653,0.56687347,0.47374502,0.06596363,0.00114331,0.01614886,0.01917881,582518,0.11826045,0.56400498,0.42481538,0.1391896,0.12023683,Black
GA-07,764771,0.54878667,0.4381889,0.58050956,0.41949044,0.18772997,0.08256935,0.00143085,0.13465256,0.01433535,595451,0.11059777,0.5526887,0.43248048,0.12020822,0.10880125,White
GA-08,764736,0.27917009,0.71741089,0.64778528,0.35221472,0.25372849,0.06866174,0.00162976,0.01377468,0.01876035,581066,-0.4382408,0.29598609,0.69464918,-0.39866309,-0.43004823,White
GA-09,764891,0.20014847,0.79475237,0.819599,0.180401,0.05494402,0.08210804,0.00092567,0.01680761,0.02641746,597408,-0.5946039,0.19987695,0.78778653,-0.58790958,-0.59737246,White
GA-10,764315,0.55576793,0.43544988,0.53756868,0.46243132,0.31839095,0.07194147,0.00174183,0.0594135,0.01796167,590758,0.12031805,0.56918374,0.41748821,0.15169553,0.12577721,White
GA-11,765086,0.55594918,0.4326561,0.53456179,0.46543821,0.14492398,0.15849436,0.00138007,0.15090653,0.01839807,590551,0.12329308,0.56197053,0.42357996,0.13839057,0.12332558,White
GA-12,764610,0.55426361,0.43344447,0.39213219,0.60786781,0.2494249,0.23085805,0.00141157,0.12242437,0.02269947,568163,0.12081914,0.56319991,0.42292661,0.1402733,0.12230386,Minority
GA-13,765894,0.56321523,0.43180412,0.41863819,0.58136181,0.51264069,0.04521162,0.00143542,0.01470084,0.01547688,591463,0.13141111,0.57750033,0.41249865,0.16500168,0.13760797,Black
GA-14,765259,0.26115822,0.73230269,0.77883838,0.22116162,0.07819167,0.09710346,0.00112901,0.01894589,0.02763859,586354,-0.47114447,0.2585808,0.72667676,-0.46809596,-0.4751283,White
HI-01,727502,0.59628087,0.38242165,0.31815095,0.68184905,0.02401282,0.09569419,0.28379491,0.4325984,0.03034013,568488,0.21385922,0.63551047,0.34131755,0.29419292,0.23563712,Asian
HI-02,727769,0.61616178,0.36659497,0.1613147,0.8386853,0.03120952,0.06589186,0.1755431,0.68201635,0.01852347,587417,0.24956681,0.63925874,0.34413213,0.29512661,0.25975341,Asian
IA-01,797209,0.32544438,0.65848799,0.91025835,0.08974165,0.01867904,0.04207661,0.00299502,0.01062891,0.01306622,615021,-0.33304361,0.3523078,0.63062974,-0.27832194,-0.31980305,White
IA-02,796846,0.52540181,0.45602287,0.82417075,0.17582925,0.07324882,0.04879796,0.00219481,0.03382173,0.01561327,616911,0.06937894,0.55152578,0.42641666,0.12510912,0.08295567,White
IA-03,798163,0.51187833,0.46975616,0.80024472,0.19975528,0.05408503,0.0739565,0.00331301,0.05245738,0.01551294,606397,0.04212217,0.53412006,0.44318131,0.09093875,0.05339436,White
IA-04,798151,0.33212043,0.65067814,0.88306303,0.11693697,0.023968,0.054391,0.00232602,0.01428305,0.0190299,611774,-0.31855771,0.35558297,0.62546749,-0.26988452,-0.30733331,White
ID-01,919821,0.20178301,0.77244264,0.83231808,0.16768192,0.00734642,0.10983067,0.00334733,0.01486243,0.02896544,678153,-0.57065963,0.22086302,0.75142517,-0.53056215,-0.5622938,White
