id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,DemPct_2,RepPct_2,Margin_2,Lean,Majority
CA-43,759612,0.78866837,0.18164495,0.07513674,0.92486326,0.38351419,0.45928048,0.00681169,0.08335477,0.03553586,590896,0.60702342,0.85182644,0.12889427,0.72293217,0.64065967,Hispanic
CA-44,759848,0.62879411,0.33933671,0.11402264,0.88597736,0.09943346,0.67319785,0.00982014,0.1095322,0.04068047,577894,0.28945740,0.72508141,0.2512819,0.47379951,0.34590477,Hispanic
CA-45,759456,0.51539229,0.45344662,0.26078513,0.73921487,0.03258492,0.3962457,0.00723233,0.30206933,0.02921633,595797,0.06194567,0.5663851,0.41289334,0.15349176,0.08746103,Hispanic
CA-46,759827,0.59005925,0.37564352,0.22738689,0.77261311,0.02651738,0.52037707,0.00555176,0.21979429,0.03762599,590443,0.21441573,0.65033748,0.32756833,0.32276915,0.24553354,Hispanic
CA-47,759653,0.45359313,0.51832337,0.47241594,0.52758406,0.01744124,0.21066757,0.00758237,0.28267007,0.02191959,616298,-0.06473024,0.47977596,0.50015662,-0.02038066,-0.05494705,Minority
CA-48,760590,0.41897226,0.55712117,0.48480996,0.51519004,0.07151813,0.33285711,0.00845319,0.0916631,0.03759694,571855,-0.13814891,0.44212622,0.53807951,-0.09595329,-0.12908370,Minority
CA-49,759736,0.54781738,0.41907054,0.51638112,0.48361888,0.03610872,0.23410417,0.00929674,0.19603261,0.02509117,599135,0.12874684,0.57691931,0.40094658,0.17597273,0.13948880,White
CA-50,760704,0.5960752,0.37186959,0.51106195,0.48893805,0.03079017,0.19001762,0.00701523,0.2544637,0.01851016,593566,0.22420561,0.6154726,0.36190498,0.25356762,0.22899295,White
CA-51,760631,0.68096507,0.28514232,0.51234836,0.48765164,0.07779982,0.2653906,0.00844351,0.12753151,0.02711503,632675,0.39582275,0.70775712,0.26757523,0.44018189,0.40560913,White
CA-52,760730,0.58012706,0.39416405,0.219558,0.780442,0.09121645,0.51503184,0.01205663,0.17373494,0.03218296,584160,0.18596301,0.64680381,0.3319816,0.31482221,0.22391608,Hispanic
CO-01,722578,0.74432664,0.2274099,0.68849807,0.31150193,0.0751299,0.16653005,0.00264145,0.04855481,0.02945241,597778,0.51691674,0.76011828,0.2160185,0.54409978,0.52097775,White
CO-02,722003,0.70605739,0.26541194,0.77553769,0.22446231,0.01621511,0.13514296,0.00244027,0.04635662,0.02370451,587230,0.44064545,0.70984494,0.26479803,0.44504691,0.43711260,White
CO-03,721488,0.41334152,0.56157407,0.71413646,0.28586354,0.01712476,0.21117266,0.00257265,0.01363505,0.04894513,571395,-0.14823255,0.41809849,0.558,-0.13990151,-0.15045554,White
CO-04,720992,0.41246551,0.56106887,0.6801769,0.3198231,0.07232761,0.17885411,0.0066775,0.03981243,0.03671011,558293,-0.14860336,0.41299122,0.55356121,-0.14056999,-0.15092557,White
CO-05,721019,0.43100616,0.54326927,0.79827886,0.20172114,0.02826429,0.08865478,0.0036543,0.05712569,0.02421315,544291,-0.11226311,0.42288573,0.5497417,-0.12685597,-0.12212740,White
CO-06,721112,0.60470188,0.36515877,0.42385596,0.57614404,0.14157252,0.34027601,0.00610606,0.07716484,0.03722448,533896,0.23954311,0.65622067,0.31731542,0.33890525,0.26766382,Minority
CO-07,722191,0.60430238,0.36717323,0.71471718,0.28528282,0.02138768,0.18696327,0.00238777,0.04958691,0.03366787,577108,0.23712915,0.60561385,0.36647785,0.23913600,0.23279810,White
CO-08,722331,0.43186411,0.54155524,0.68130878,0.31869122,0.02074001,0.2352697,0.00280401,0.0345914,0.03475449,539585,-0.10969113,0.43972979,0.53149151,-0.09176172,-0.10871466,White
CT-01,721046,0.64262234,0.33968518,0.56219737,0.43780263,0.18025131,0.18637424,0.00156192,0.07012116,0.01464759,569172,0.30293716,0.67033558,0.31463026,0.35570532,0.31552655,White
CT-02,721725,0.55420803,0.42885069,0.788858,0.211142,0.05792303,0.08718486,0.00183235,0.04965798,0.01800546,591043,0.12535734,0.57091872,0.41092201,0.15999671,0.13190380,White
CT-03,722095,0.62710397,0.3524847,0.44674673,0.55325327,0.2467041,0.25699658,0.00207717,0.04930417,0.01818714,567599,0.27461927,0.67172483,0.31649077,0.35523406,0.29649087,Minority
CT-04,720842,0.59160124,0.39229696,0.68587572,0.31412428,0.06915187,0.15917649,0.00105094,0.06471299,0.01182397,561402,0.19930428,0.62669678,0.35886863,0.26782815,0.21714557,White
CT-05,720236,0.44367653,0.54089725,0.84297022,0.15702978,0.04055096,0.06526256,0.00095343,0.02956496,0.01509799,580011,-0.09722072,0.4621666,0.52087247,-0.05870587,-0.08938244,White
DE-AL,989948,0.56567569,0.41948412,0.62437671,0.37562329,0.22762886,0.08666531,0.001349,0.04834195,0.01994402,783543,0.14619157,0.58782167,0.39801393,0.18980774,0.15573029,White
FL-01,769572,0.30809179,0.67711506,0.71997717,0.28002283,0.13724982,0.06679952,0.0037943,0.04229988,0.03178636,606172,-0.36902327,0.32859008,0.65132379,-0.32273371,-0.35859342,White
FL-02,769905,0.40137641,0.58464102,0.6566918,0.3433082,0.22888774,0.06429594,0.00184164,0.02788605,0.02343771,619557,-0.18326461,0.43836435,0.54851494,-0.11015059,-0.16389327,White
FL-03,769472,0.39841706,0.58826581,0.67700502,0.32299498,0.1504742,0.11403674,0.00160254,0.0395721,0.01991573,624632,-0.18984875,0.43292339,0.5548485,-0.12192511,-0.17220754,White
FL-04,769907,0.40870311,0.57800777,0.57315615,0.42684385,0.30397758,0.07384991,0.0025862,0.03236118,0.02105205,593149,-0.16930466,0.43472312,0.55103781,-0.11631469,-0.15664134,White
FL-05,770166,0.39575129,0.58781237,0.65220967,0.34779033,0.14941885,0.10926961,0.00282295,0.07182632,0.01853131,606811,-0.19206108,0.42284212,0.56167452,-0.13883240,-0.17931819,White
FL-06,770012,0.37363053,0.61441028,0.738283,0.261717,0.10103812,0.11669646,0.00162531,0.02469744,0.0198577,635572,-0.24077975,0.41068442,0.57757512,-0.16689070,-0.22115007,White
FL-07,769203,0.4057175,0.57982455,0.65695493,0.34304507,0.11624745,0.16721656,0.00197245,0.04486918,0.02039775,613450,-0.17410705,0.43814547,0.54921839,-0.11107292,-0.15809567,White
FL-08,768714,0.4313263,0.55281953,0.61518149,0.38481851,0.10227215,0.21994578,0.00271725,0.05077526,0.02108186,626368,-0.12149323,0.46569253,0.51936669,-0.05367416,-0.10388687,White
FL-09,769122,0.4156818,0.57140933,0.48602227,0.51397773,0.12161052,0.3502241,0.00240111,0.03881939,0.0199689,602637,-0.15572753,0.46754377,0.52070665,-0.05316288,-0.12653931,Minority
FL-10,768420,0.6161191,0.36754417,0.33416702,0.66583298,0.27394657,0.32902843,0.00295869,0.05335124,0.0167487,600942,0.24857493,0.67169936,0.31540342,0.35629594,0.27948193,Minority
FL-11,768416,0.41495584,0.57220089,0.63884162,0.36115838,0.11660447,0.17667588,0.00198186,0.04568759,0.0174114,620628,-0.15724505,0.44236829,0.54792588,-0.10555759,-0.14501590,White
FL-12,768592,0.40678137,0.57721504,0.60659533,0.39340467,0.16828544,0.16349348,0.00192754,0.04983405,0.01927699,613737,-0.17043367,0.46227972,0.52512233,-0.06284261,-0.13956998,White
FL-13,769919,0.42006918,0.56527206,0.5826636,0.4173364,0.08630982,0.26947237,0.00189828,0.05291933,0.01733802,615295,-0.14520288,0.47014621,0.51619828,-0.04605207,-0.11715261,White
FL-14,768418,0.41662402,0.56932705,0.57972105,0.42027895,0.145301,0.22705038,0.00205526,0.03853832,0.02218541,594084,-0.15270303,0.44287571,0.54325353,-0.10037782,-0.14026129,White
FL-15,769169,0.43511362,0.55057313,0.75970099,0.24029901,0.06592744,0.11101925,0.00178254,0.04277467,0.01926911,643465,-0.11545951,0.46363463,0.52234856,-0.05871393,-0.10154432,White
FL-16,769126,0.42315807,0.56440585,0.73268281,0.26731719,0.11105122,0.10916402,0.00146227,0.0284127,0.016638,640101,-0.14124778,0.46122606,0.52732143,-0.06609537,-0.12119698,White
FL-17,769498,0.36876933,0.62070022,0.80812044,0.19187956,0.04327666,0.10925539,0.00117586,0.0208822,0.01424069,659940,-0.25193089,0.41120302,0.57968044,-0.16847742,-0.22911307,White
FL-18,768463,0.37437236,0.61414839,0.60070819,0.39929181,0.14597495,0.22151932,0.00156953,0.01998551,0.02090838,604638,-0.23977603,0.40993059,0.57846493,-0.16853434,-0.22102880,White
FL-19,769034,0.35738861,0.63115102,0.6714823,0.3285177,0.07574713,0.21851187,0.00110476,0.02201973,0.01285586,635430,-0.27376241,0.40155615,0.59052595,-0.18896980,-0.25049821,White
FL-20,769811,0.71259139,0.27568301,0.25115098,0.74884902,0.5005541,0.21524664,0.00195223,0.03057103,0.0118795,601877,0.43690838,0.77432314,0.2178237,0.55649944,0.47177207,Black
FL-21,770164,0.40426679,0.58477936,0.66905675,0.33094325,0.13502028,0.15395867,0.00159463,0.02565554,0.01638031,628987,-0.18051257,0.43968542,0.55147024,-0.11178482,-0.16260332,White
FL-22,769770,0.4499218,0.53755281,0.63258396,0.36741604,0.1216754,0.20040405,0.00138755,0.02887704,0.01521451,638535,-0.08763101,0.50697655,0.48424547,0.02273108,-0.05584365,White
FL-23,769304,0.5266578,0.46110033,0.54504014,0.45495986,0.14822684,0.23236808,0.00164105,0.04942034,0.01054635,614241,0.06555747,0.58895472,0.4038712,0.18508352,0.10039949,White
FL-24,769269,0.69991115,0.28819933,0.10885665,0.89114335,0.50202603,0.38311967,0.00151932,0.02829477,0.01017742,602903,0.41171182,0.79192308,0.2003505,0.59157258,0.46666541,Black
FL-25,768752,0.45026124,0.5373779,0.39664368,0.60335632,0.07519783,0.4889769,0.00138542,0.03404222,0.01132288,638795,-0.08711666,0.52976867,0.46274084,0.06702783,-0.04073516,Hispanic
FL-26,769045,0.41243343,0.57712384,0.1762926,0.8237074,0.0970854,0.7012271,0.00109366,0.03743163,0.00764593,619022,-0.16469041,0.49253924,0.5005333,-0.00799406,-0.11745829,Hispanic
FL-27,768387,0.40547369,0.58333468,0.16639706,0.83360294,0.05717061,0.75072666,0.00087151,0.0302569,0.00802776,629939,-0.17786099,0.48192566,0.51070397,-0.02877831,-0.13316676,Hispanic
FL-28,768546,0.38183066,0.60876113,0.20899335,0.79100665,0.11858475,0.66317013,0.00099126,0.01994358,0.01228309,608316,-0.22693047,0.47510214,0.51708435,-0.04198221,-0.17028105,Hispanic
GA-01,764558,0.42135797,0.57321475,0.59551955,0.40448045,0.28952704,0.0704233,0.00290487,0.02911649,0.01925686,590387,-0.15185678,0.43066822,0.5564075,-0.12573928,-0.14815095,White
GA-02,765068,0.43124623,0.56450303,0.51164833,0.48835167,0.39681665,0.05828613,0.00177652,0.02042992,0.01665782,584290,-0.13325680,0.44275806,0.54752111,-0.10476305,-0.12875888,White
GA-03,765863,0.39883048,0.59501497,0.60802829,0.39197171,0.2856303,0.05886113,0.00202869,0.03039107,0.02032965,585106,-0.19618449,0.40167124,0.58580392,-0.18413268,-0.19716722,White
GA-04,766044,0.81606986,0.17468571,0.23656764,0.76343236,0.60760743,0.09616862,0.00135237,0.05830564,0.01685854,585638,0.64138415,0.82400112,0.16576207,0.65823905,0.64200245,Black
GA-05,765795,0.76779303,0.22236633,0.40841954,0.59158046,0.40354625,0.11419138,0.00149972,0.06408026,0.01684387,625450,0.54542670,0.76979413,0.21652628,0.55326785,0.54304042,Minority
GA-06,764832,0.86591654,0.12693734,0.13202121,0.86797879,0.7540836,0.08611557,0.00128171,0.0294741,0.01561465,576574,0.73897920,0.87005915,0.12057149,0.74948766,0.73748202,Black
GA-07,765653,0.40590282,0.58489114,0.57671399,0.42328601,0.13202923,0.16706827,0.00132307,0.10966389,0.02203286,583492,-0.17898832,0.41210282,0.57340793,-0.16130511,-0.17809392,White
GA-08,764316,0.42866694,0.5672099,0.53927899,0.46072101,0.38020147,0.05156091,0.00107273,0.01813256,0.01571807,587286,-0.13854296,0.43160331,0.5590619,-0.12745859,-0.13984817,White
GA-09,764730,0.41533625,0.57501518,0.49690458,0.50309542,0.20777498,0.18535131,0.00140661,0.09942041,0.02350877,572297,-0.15967893,0.43781838,0.54897507,-0.11115669,-0.14850485,Minority
GA-10,764596,0.43167008,0.56223971,0.61323854,0.38676146,0.29028545,0.0540965,0.00126013,0.02533508,0.01797568,595972,-0.13056963,0.43095658,0.55760003,-0.12664345,-0.13426090,White
GA-11,765417,0.37816718,0.61220588,0.72420777,0.27579223,0.1129447,0.08906916,0.0012576,0.04983627,0.02201389,586039,-0.23403870,0.37585867,0.60740613,-0.23154746,-0.23820829,White
GA-12,764681,0.42323099,0.57187,0.55585832,0.44414168,0.35678107,0.04771543,0.00224278,0.02637315,0.01757298,584989,-0.14863901,0.43858989,0.54905771,-0.11046782,-0.14091528,White
GA-13,765884,0.41255926,0.57621022,0.66199766,0.33800234,0.09618783,0.08787282,0.00116997,0.13536459,0.01680156,582922,-0.16365096,0.42508385,0.56138535,-0.13630150,-0.15953447,White
GA-14,764471,0.28535518,0.7090471,0.73707212,0.26292788,0.12390313,0.10009451,0.00108652,0.01428172,0.02802191,579832,-0.42369192,0.27693134,0.70995733,-0.43302599,-0.43180328,White
HI-01,727502,0.59628087,0.38242165,0.31815095,0.68184905,0.02401282,0.09569419,0.28379491,0.4325984,0.03034013,568488,0.21385922,0.63551047,0.34131755,0.29419292,0.23563712,Asian
HI-02,727769,0.61616178,0.36659497,0.1613147,0.8386853,0.03120952,0.06589186,0.1755431,0.68201635,0.01852347,587417,0.24956681,0.63925874,0.34413213,0.29512661,0.25975341,Asian
IA-01,797885,0.40543549,0.57692808,0.8686504,0.1313496,0.03236107,0.05654663,0.00196348,0.02407082,0.0134858,618799,-0.17149259,0.42940837,0.55144245,-0.12203408,-0.16000642,White
IA-02,797250,0.43077583,0.5517517,0.87769556,0.12230444,0.04897607,0.03504026,0.00246108,0.01910179,0.01437633,615178,-0.12097587,0.45684234,0.5226487,-0.06580636,-0.10758603,White
IA-03,797200,0.44996295,0.5329875,0.83143943,0.16856057,0.04962089,0.06159737,0.00181105,0.03665189,0.01613545,603516,-0.08302455,0.46965901,0.50986115,-0.04020214,-0.07375041,White
