,id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority,PopDensity
127,5,753999.0,0.56904184,0.41295708,0.63660819,0.36339181,0.18695122,0.09363765,0.00127155,0.06695108,0.01714642,564666,0.15608476000000004,White,8012694.047039917
128,6,753627.0,0.27492035,0.70834301,0.87902685,0.12097315,0.02588281,0.05852631,0.00084184,0.01134156,0.02056035,578492,-0.43342266,White,366555.08567531424
129,7,753747.0,0.56314166,0.42062483,0.6591511,0.3408489,0.20276925,0.07523519,0.00136283,0.04409102,0.0203703,582613,0.14251682999999998,White,2325439.356183386
130,8,754027.0,0.31164271,0.67161476,0.891947,0.108053,0.04634575,0.02472593,0.00149073,0.01327994,0.01838052,585620,-0.35997205,White,331031.9126465336
131,9,754505.0,0.28623518,0.69647196,0.89421281,0.10578719,0.02980985,0.03539199,0.00105966,0.01598265,0.02118118,581318,-0.41023678,White,412086.8092590354
132,1,734609.0,0.24026807,0.74142883,0.8033938,0.1966062,0.02656465,0.12652771,0.00211054,0.01323637,0.03047933,554835,-0.5011607600000001,White,43306.31907587407
133,2,734867.0,0.31130921,0.67086781,0.83279579,0.16720421,0.03309401,0.06476587,0.00198629,0.02222654,0.04424628,551278,-0.35955859999999995,White,181805.253319963
134,3,734576.0,0.54361825,0.4388497,0.70493864,0.29506136,0.09667427,0.11584368,0.00197674,0.05650374,0.02588748,558494,0.10476854999999996,White,3003422.401046505
135,4,733828.0,0.54244089,0.4389942,0.68251967,0.31748033,0.10837086,0.1256966,0.00282978,0.04919348,0.03919895,564709,0.10344668999999995,White,971980.1004080574
136,1,750436.0,0.25624639,0.73042462,0.86530155,0.13469845,0.07202929,0.02865321,0.00128747,0.01045726,0.02069648,577876,-0.47417823,White,242899.8833444133
137,2,750774.0,0.23811556,0.7489475,0.88363716,0.11636284,0.04731412,0.02988032,0.00167629,0.0147122,0.02009992,576868,-0.51083194,White,320921.89866527566
138,3,751435.0,0.51925875,0.46233748,0.71576208,0.28423792,0.15336837,0.07093164,0.00229524,0.03991614,0.02025283,588609,0.05692126999999997,White,2949814.9266113546
139,4,750595.0,0.30400797,0.67937118,0.89932267,0.10067733,0.03564049,0.02728654,0.00146747,0.01306621,0.0197142,574459,-0.37536320999999995,White,460042.6596405028
140,5,751737.0,0.19401822,0.79213512,0.93300787,0.06699213,0.02351693,0.0153334,0.00070967,0.00658419,0.0187772,583367,-0.5981169,White,258505.49936021515
141,6,750859.0,0.51818689,0.46165028,0.70969126,0.29030874,0.18157231,0.05647471,0.00245744,0.03300894,0.01912579,582721,0.05653660999999993,White,1689613.2379452907
142,1,775867.0,0.23740424,0.74713979,0.75400632,0.24599368,0.13676121,0.06197937,0.00110613,0.02167375,0.02265356,585824,-0.50973555,White,548809.181387979
143,2,776635.0,0.63952093,0.33724238,0.42011041,0.57988959,0.42235883,0.110602,0.00121183,0.04163275,0.01762551,610649,0.30227855,Black,10090125.20529893
144,3,776761.0,0.2535113,0.7322942,0.68976186,0.31023814,0.18637527,0.07319886,0.00089563,0.02438888,0.02771525,589531,-0.4787829,White,370441.14896864415
145,4,776382.0,0.16196795,0.82737311,0.77715624,0.22284376,0.13383207,0.04154614,0.00166171,0.01704948,0.02790655,589754,-0.66540516,White,191986.1910666413
146,5,776218.0,0.50934262,0.47609213,0.44091728,0.55908272,0.49217932,0.03777452,0.0011932,0.01416165,0.01777495,593363,0.033250489999999966,Black,305526.29478199716
147,6,775894.0,0.5623819,0.42059294,0.42775599,0.57224401,0.49365093,0.04945737,0.00092447,0.01993758,0.01251523,601427,0.14178895999999996,Black,620849.3420853817
148,1,781497.0,0.58807322,0.37579013,0.72347799,0.27652201,0.07605048,0.15208829,0.00177064,0.03996994,0.01715258,631975,0.21228308999999995,White,1233779.264249327
